id,width,height,class,x,y,w,h
1051,640,640,0,0.6609375,0.42109375,0.0625,0.0796875
1051,640,640,0,0.44765625,0.3859375,0.0953125,0.090625
1051,640,640,0,0.09921875,0.2375,0.0703125,0.1
1052,640,640,0,0.11640625,0.32734375,0.0609375,0.0515625
1052,640,640,0,0.35,0.39296875,0.08125,0.0671875
1053,640,640,0,0.35546875,0.8859375,0.0796875,0.096875
1054,640,640,0,0.340625,0.11953125,0.065625,0.1046875
1054,640,640,0,0.734375,0.22734375,0.0625,0.0796875
1054,640,640,0,0.17265625,0.046875,0.0703125,0.09375
1054,640,640,0,0.95,0.1359375,0.08125,0.071875
1054,640,640,0,0.52109375,0.1921875,0.0953125,0.090625
1055,640,640,0,0.34140625,0.06875,0.1203125,0.071875
1057,640,640,0,0.21328125,0.6484375,0.1296875,0.09375
1059,640,640,0,0.5390625,0.2859375,0.06875,0.0625
1060,640,640,0,0.21953125,0.08984375,0.0859375,0.1234375
1061,640,640,0,0.8796875,0.49765625,0.090625,0.0953125
1062,640,640,0,0.80703125,0.35234375,0.1203125,0.0953125
1063,640,640,0,0.91328125,0.12734375,0.0796875,0.1078125
1064,640,640,0,0.7015625,0.34296875,0.065625,0.0578125
1065,640,640,0,0.70234375,0.16171875,0.1578125,0.0984375
1066,640,640,0,0.61484375,0.85703125,0.2421875,0.0796875
1068,640,640,0,0.28046875,0.95078125,0.0828125,0.0984375
1069,640,640,0,0.22265625,0.4265625,0.0859375,0.146875
1069,640,640,0,0.05703125,0.409375,0.0703125,0.103125
1072,640,640,0,0.18984375,0.5578125,0.0796875,0.090625
1072,640,640,0,0.79765625,0.640625,0.0703125,0.103125
1072,640,640,0,0.45859375,0.596875,0.0921875,0.15625
1072,640,640,0,0.96015625,0.6578125,0.0796875,0.146875
1073,640,640,0,0.11171875,0.7625,0.0859375,0.15
1073,640,640,0,0.74765625,0.8796875,0.0796875,0.090625
1073,640,640,0,0.49375,0.76484375,0.084375,0.1546875
1074,640,640,0,0.97265625,0.5609375,0.0546875,0.15625
1074,640,640,0,0.08671875,0.4046875,0.0859375,0.15
1074,640,640,0,0.72265625,0.521875,0.0796875,0.090625
1074,640,640,0,0.46875,0.40703125,0.084375,0.1546875
1075,640,640,0,0.0578125,0.10859375,0.075,0.1421875
1075,640,640,0,0.29296875,0.103125,0.0859375,0.15
1075,640,640,0,0.92890625,0.2203125,0.0796875,0.090625
1075,640,640,0,0.675,0.10546875,0.084375,0.1546875
1076,640,640,0,0.65078125,0.18046875,0.1953125,0.1015625
1077,640,640,0,0.66484375,0.70390625,0.1640625,0.0953125
1078,640,640,0,0.66875,0.89921875,0.09375,0.1078125
1079,640,640,0,0.68828125,0.8453125,0.0671875,0.08125
1079,640,640,0,0.4859375,0.8125,0.078125,0.0625
1079,640,640,0,0.17109375,0.759375,0.0671875,0.084375
1080,640,640,0,0.18828125,0.94296875,0.0734375,0.0765625
1080,640,640,0,0.4609375,0.9609375,0.059375,0.065625
1081,640,640,0,0.85078125,0.41484375,0.0734375,0.0765625
1081,640,640,0,0.2203125,0.4140625,0.075,0.065625
1081,640,640,0,0.478125,0.41875,0.08125,0.109375
1082,640,640,0,0.51875,0.3828125,0.075,0.065625
1082,640,640,0,0.7765625,0.3875,0.08125,0.109375
1084,640,640,0,0.31796875,0.7546875,0.0671875,0.08125
1084,640,640,0,0.115625,0.721875,0.078125,0.0625
1085,640,640,0,0.02421875,0.04765625,0.0484375,0.0953125
1085,640,640,0,0.653125,0.0546875,0.059375,0.065625
1085,640,640,0,0.38046875,0.0375,0.0734375,0.075
1085,640,640,0,0.91015625,0.128125,0.0671875,0.084375
1086,640,640,0,0.69921875,0.68359375,0.0921875,0.0609375
1086,640,640,0,0.19375,0.46015625,0.09375,0.0828125
1086,640,640,0,0.8765625,0.65703125,0.065625,0.0484375
1086,640,640,0,0.4359375,0.63671875,0.0875,0.1046875
1087,640,640,0,0.63046875,0.5234375,0.0921875,0.103125
1087,640,640,0,0.02578125,0.52109375,0.0515625,0.1046875
1087,640,640,0,0.27109375,0.56796875,0.0921875,0.0609375
1087,640,640,0,0.7421875,0.5515625,0.0625,0.0625
1087,640,640,0,0.4484375,0.54140625,0.065625,0.0484375
1088,640,640,0,0.221875,0.746875,0.084375,0.090625
1089,640,640,0,0.1296875,0.66796875,0.0875,0.1046875
1089,640,640,0,0.5703125,0.68828125,0.065625,0.0484375
1089,640,640,0,0.8640625,0.6984375,0.0625,0.0625
1089,640,640,0,0.75234375,0.6703125,0.0921875,0.103125
1089,640,640,0,0.39296875,0.71484375,0.0921875,0.0609375
1090,640,640,0,0.565625,0.9015625,0.08125,0.084375
1091,640,640,0,0.8484375,0.53125,0.0625,0.0625
1091,640,640,0,0.73671875,0.503125,0.0921875,0.103125
1091,640,640,0,0.1140625,0.50078125,0.0875,0.1046875
1091,640,640,0,0.37734375,0.54765625,0.0921875,0.0609375
1091,640,640,0,0.5546875,0.52109375,0.065625,0.0484375
1092,640,640,0,0.1125,0.13046875,0.09375,0.0828125
1092,640,640,0,0.965625,0.309375,0.06875,0.103125
1092,640,640,0,0.61796875,0.35390625,0.0921875,0.0609375
1092,640,640,0,0.7953125,0.32734375,0.065625,0.0484375
1092,640,640,0,0.3546875,0.30703125,0.0875,0.1046875
1093,640,640,0,0.6375,0.17734375,0.09375,0.0828125
1093,640,640,0,0.8796875,0.35390625,0.0875,0.1046875
1094,640,640,0,0.7734375,0.315625,0.028125,0.046875
1094,640,640,0,0.74765625,0.3125,0.0609375,0.071875
1095,640,640,0,0.60703125,0.6,0.0609375,0.071875
1095,640,640,0,0.6328125,0.603125,0.028125,0.046875
1096,640,640,0,0.2234375,0.19375,0.075,0.1125
1097,640,640,0,0.1390625,0.559375,0.075,0.1125
1097,640,640,0,0.36640625,0.090625,0.0609375,0.09375
1098,640,640,0,0.25390625,0.93671875,0.1046875,0.1109375
1099,640,640,0,0.31328125,0.87265625,0.0765625,0.0859375
1100,640,640,0,0.56953125,0.625,0.1015625,0.109375
1100,640,640,0,0.81640625,0.959375,0.1046875,0.08125
1100,640,640,0,0.60546875,0.5875,0.0890625,0.090625
1101,640,640,0,0.61328125,0.2359375,0.1015625,0.109375
1101,640,640,0,0.86015625,0.5984375,0.1046875,0.1375
1101,640,640,0,0.64921875,0.1984375,0.0890625,0.090625
1102,640,640,0,0.73671875,0.34375,0.1046875,0.1375
1103,640,640,0,0.90703125,0.86484375,0.1546875,0.1359375
1104,640,640,0,0.6234375,0.490625,0.228125,0.090625
1105,640,640,0,0.87265625,0.39609375,0.1953125,0.0671875
1106,640,640,0,0.58984375,0.70078125,0.1078125,0.1828125
1107,640,640,0,0.61015625,0.8828125,0.1046875,0.08125
1107,640,640,0,0.625,0.66796875,0.078125,0.0703125
1107,640,640,0,0.85625,0.61171875,0.084375,0.0796875
1108,640,640,0,0.1234375,0.46953125,0.084375,0.0796875
1108,640,640,0,0.96796875,0.596875,0.0640625,0.071875
1108,640,640,0,0.390625,0.5890625,0.053125,0.0625
1108,640,640,0,0.653125,0.5703125,0.0875,0.08125
1109,640,640,0,0.2015625,0.2609375,0.053125,0.0625
1109,640,640,0,0.4640625,0.2421875,0.0875,0.08125
1109,640,640,0,0.78984375,0.26875,0.0859375,0.071875
1109,640,640,0,0.98046875,0.31875,0.0390625,0.071875
1110,640,640,0,0.64375,0.59609375,0.084375,0.0796875
1110,640,640,0,0.9109375,0.715625,0.053125,0.0625
1110,640,640,0,0.39765625,0.8671875,0.1046875,0.08125
1110,640,640,0,0.4125,0.65234375,0.078125,0.0703125
1111,640,640,0,0.65546875,0.88671875,0.0953125,0.1109375
1112,640,640,0,0.471875,0.3046875,0.06875,0.071875
1112,640,640,0,0.26640625,0.2546875,0.0859375,0.071875
1113,640,640,0,0.65625,0.94375,0.06875,0.071875
1113,640,640,0,0.125,0.8671875,0.0875,0.08125
1113,640,640,0,0.45078125,0.89375,0.0859375,0.071875
1114,640,640,0,0.4265625,0.85078125,0.078125,0.0703125
1114,640,640,0,0.925,0.9140625,0.053125,0.0625
1114,640,640,0,0.6578125,0.79453125,0.084375,0.0796875
1115,640,640,0,0.1765625,0.9140625,0.08125,0.1
1115,640,640,0,0.1890625,0.61328125,0.121875,0.1046875
1116,640,640,0,0.55,0.82890625,0.121875,0.1046875
1117,640,640,0,0.4765625,0.39140625,0.240625,0.1390625
1118,640,640,0,0.69296875,0.9015625,0.2328125,0.1
1119,640,640,0,0.89140625,0.7296875,0.0984375,0.109375
1119,640,640,0,0.6046875,0.59140625,0.059375,0.0640625
1119,640,640,0,0.396875,0.49140625,0.0875,0.0765625
1119,640,640,0,0.13671875,0.6171875,0.0859375,0.084375
1120,640,640,0,0.18125,0.13203125,0.0875,0.0765625
1120,640,640,0,0.0453125,0.93125,0.08125,0.1
1120,640,640,0,0.67578125,0.3703125,0.0984375,0.109375
1120,640,640,0,0.3890625,0.23203125,0.059375,0.0640625
1120,640,640,0,0.86796875,0.2953125,0.0734375,0.09375
1121,640,640,0,0.7921875,0.9359375,0.08125,0.1
1121,640,640,0,0.48984375,0.2953125,0.0890625,0.103125
1121,640,640,0,0.66796875,0.2625,0.0859375,0.084375
1121,640,640,0,0.928125,0.13671875,0.0875,0.0765625
1122,640,640,0,0.71640625,0.63046875,0.0859375,0.0859375
1122,640,640,0,0.47265625,0.603125,0.0734375,0.09375
1122,640,640,0,0.28046875,0.678125,0.0984375,0.109375
1123,640,640,0,0.76796875,0.3234375,0.0734375,0.09375
1123,640,640,0,0.57578125,0.3984375,0.0984375,0.109375
1123,640,640,0,0.2890625,0.26015625,0.059375,0.0640625
1123,640,640,0,0.08125,0.16015625,0.0875,0.0765625
1125,640,640,0,0.70078125,0.415625,0.0859375,0.084375
1125,640,640,0,0.52265625,0.4484375,0.0890625,0.103125
1125,640,640,0,0.95859375,0.28984375,0.0828125,0.0765625
1126,640,640,0,0.11015625,0.91875,0.0890625,0.103125
1126,640,640,0,0.5484375,0.76015625,0.0875,0.0765625
1126,640,640,0,0.28828125,0.8859375,0.0859375,0.084375
1126,640,640,0,0.75625,0.86015625,0.059375,0.0640625
1127,640,640,0,0.15390625,0.52734375,0.1796875,0.0953125
1128,640,640,0,0.378125,0.36484375,0.240625,0.0890625
1129,640,640,0,0.659375,0.43984375,0.06875,0.1078125
1130,640,640,0,0.64140625,0.17421875,0.0890625,0.1515625
1131,640,640,0,0.11796875,0.3109375,0.0765625,0.103125
1131,640,640,0,0.46484375,0.340625,0.0796875,0.090625
1131,640,640,0,0.6328125,0.37109375,0.075,0.0703125
1132,640,640,0,0.62890625,0.5796875,0.0796875,0.090625
1132,640,640,0,0.3796875,0.55703125,0.1,0.1265625
1132,640,640,0,0.9671875,0.57265625,0.065625,0.0859375
1133,640,640,0,0.32421875,0.94140625,0.0796875,0.1015625
1134,640,640,0,0.15625,0.31171875,0.075,0.0703125
1135,640,640,0,0.790625,0.38984375,0.075,0.0703125
1135,640,640,0,0.62265625,0.359375,0.0796875,0.090625
1135,640,640,0,0.27578125,0.3296875,0.0765625,0.103125
1135,640,640,0,0.0359375,0.27734375,0.071875,0.1453125
1136,640,640,0,0.115625,0.16484375,0.078125,0.1453125
1136,640,640,0,0.70546875,0.246875,0.0796875,0.090625
1136,640,640,0,0.8734375,0.27734375,0.075,0.0703125
1136,640,640,0,0.35859375,0.2171875,0.0765625,0.103125
1137,640,640,0,0.96875,0.89609375,0.0625,0.1453125
1137,640,640,0,0.0765625,0.81796875,0.1,0.1265625
1137,640,640,0,0.6890625,0.83359375,0.115625,0.0859375
1137,640,640,0,0.32578125,0.840625,0.0796875,0.090625
1138,640,640,0,0.79921875,0.3078125,0.0796875,0.090625
1138,640,640,0,0.55,0.28515625,0.1,0.1265625
1140,640,640,0,0.7265625,0.46796875,0.128125,0.0921875
1141,640,640,0,0.603125,0.61953125,0.11875,0.0890625
1142,640,640,0,0.475,0.2640625,0.1,0.109375
1143,640,640,0,0.56640625,0.4046875,0.1390625,0.08125
1144,640,640,0,0.784375,0.865625,0.196875,0.115625
1145,640,640,0,0.91875,0.10078125,0.090625,0.1796875
1146,640,640,0,0.6734375,0.259375,0.15625,0.23125
1147,640,640,0,0.08046875,0.809375,0.0703125,0.153125
1147,640,640,0,0.88671875,0.675,0.1328125,0.190625
1149,640,640,0,0.1390625,0.19609375,0.19375,0.0890625
1150,640,640,0,0.54140625,0.2234375,0.0703125,0.153125
1150,640,640,0,0.209375,0.69453125,0.125,0.2140625
1151,640,640,0,0.140625,0.39140625,0.09375,0.1046875
1152,640,640,0,0.2640625,0.82734375,0.090625,0.0921875
1153,640,640,0,0.62265625,0.8,0.2796875,0.159375
1154,640,640,0,0.7328125,0.415625,0.209375,0.09375
1155,640,640,0,0.36171875,0.403125,0.0671875,0.128125
1155,640,640,0,0.87109375,0.55703125,0.0828125,0.1421875
1155,640,640,0,0.5953125,0.5015625,0.0625,0.11875
1156,640,640,0,0.5328125,0.10078125,0.1125,0.1703125
1156,640,640,0,0.76015625,0.11796875,0.0796875,0.1359375
1157,640,640,0,0.0765625,0.6859375,0.0625,0.11875
1157,640,640,0,0.84375,0.81328125,0.084375,0.1234375
1157,640,640,0,0.35234375,0.74140625,0.0828125,0.1421875
1157,640,640,0,0.671875,0.76328125,0.065625,0.0859375
1158,640,640,0,0.4984375,0.86171875,0.084375,0.1234375
1158,640,640,0,0.3265625,0.81171875,0.065625,0.0859375
1158,640,640,0,0.02421875,0.78984375,0.0484375,0.1421875
1159,640,640,0,0.115625,0.26328125,0.1125,0.1703125
1159,640,640,0,0.73203125,0.2828125,0.0671875,0.128125
1159,640,640,0,0.34296875,0.28046875,0.0796875,0.1359375
1159,640,640,0,0.965625,0.38125,0.0625,0.11875
1160,640,640,0,0.4203125,0.94609375,0.109375,0.1046875
1161,640,640,0,0.26328125,0.11953125,0.0796875,0.1359375
1161,640,640,0,0.04609375,0.10234375,0.0921875,0.1703125
1161,640,640,0,0.65234375,0.121875,0.0671875,0.128125
1161,640,640,0,0.8859375,0.2203125,0.0625,0.11875
1162,640,640,0,0.384375,0.821875,0.0625,0.11875
1162,640,640,0,0.66015625,0.87734375,0.0828125,0.1421875
1162,640,640,0,0.9734375,0.89921875,0.053125,0.0859375
1162,640,640,0,0.15078125,0.7234375,0.0671875,0.128125
1163,640,640,0,0.7734375,0.921875,0.121875,0.13125
1164,640,640,0,0.26171875,0.15625,0.0796875,0.175
1165,640,640,0,0.87109375,0.1703125,0.1328125,0.08125
1166,640,640,0,0.5078125,0.503125,0.0875,0.084375
1167,640,640,0,0.58671875,0.3078125,0.0890625,0.090625
1168,640,640,0,0.8125,0.2328125,0.090625,0.15
1169,640,640,0,0.63046875,0.19140625,0.0921875,0.1953125
1170,640,640,0,0.55546875,0.36796875,0.0921875,0.1796875
1171,640,640,0,0.2046875,0.746875,0.071875,0.14375
1172,640,640,0,0.3,0.809375,0.178125,0.05625
1173,640,640,0,0.840625,0.2421875,0.240625,0.09375
1174,640,640,0,0.80703125,0.26484375,0.2296875,0.1328125
1175,640,640,0,0.63671875,0.265625,0.0765625,0.16875
1176,640,640,0,0.86015625,0.284375,0.1046875,0.11875
1177,640,640,0,0.30390625,0.91484375,0.1015625,0.1015625
1178,640,640,0,0.14140625,0.73828125,0.2046875,0.2078125
1180,640,640,0,0.36875,0.14453125,0.146875,0.1640625
1181,640,640,0,0.78359375,0.184375,0.1546875,0.05625
1182,640,640,0,0.921875,0.746875,0.15625,0.1875
1183,640,640,0,0.3375,0.3625,0.15,0.14375
1184,640,640,0,0.28984375,0.7671875,0.1546875,0.084375
1185,640,640,0,0.54609375,0.24375,0.0859375,0.25
1186,640,640,0,0.37421875,0.634375,0.1765625,0.084375
1187,640,640,0,0.42109375,0.42421875,0.1546875,0.2109375
1187,640,640,0,0.80703125,0.41640625,0.0953125,0.2015625
1187,640,640,0,0.18359375,0.4359375,0.0828125,0.1875
1188,640,640,0,0.95234375,0.91328125,0.0796875,0.1234375
1188,640,640,0,0.11796875,0.70859375,0.0953125,0.2015625
1188,640,640,0,0.63046875,0.88359375,0.0796875,0.1796875
1188,640,640,0,0.34140625,0.8265625,0.0640625,0.165625
1189,640,640,0,0.98359375,0.23125,0.0328125,0.165625
1189,640,640,0,0.77578125,0.11328125,0.0953125,0.2015625
1189,640,640,0,0.38984375,0.12109375,0.1546875,0.2109375
1189,640,640,0,0.15234375,0.1328125,0.0828125,0.1875
1190,640,640,0,0.85625,0.94296875,0.10625,0.1015625
1191,640,640,0,0.18359375,0.321875,0.1140625,0.203125
1191,640,640,0,0.0296875,0.28671875,0.059375,0.1234375
1192,640,640,0,0.56171875,0.409375,0.1140625,0.203125
1192,640,640,0,0.39765625,0.37421875,0.0796875,0.1234375
1192,640,640,0,0.07578125,0.34453125,0.0796875,0.1796875
1193,640,640,0,0.24765625,0.69921875,0.0953125,0.2015625
1193,640,640,0,0.76015625,0.87421875,0.0796875,0.1796875
1193,640,640,0,0.47109375,0.8171875,0.0640625,0.165625
1195,640,640,0,0.18203125,0.3890625,0.0828125,0.146875
1195,640,640,0,0.953125,0.2453125,0.09375,0.1875
1196,640,640,0,0.31171875,0.84296875,0.1046875,0.2109375
1196,640,640,0,0.66328125,0.371875,0.0828125,0.146875
1197,640,640,0,0.67265625,0.14921875,0.1046875,0.2109375
1198,640,640,0,0.7921875,0.88984375,0.134375,0.1265625
1199,640,640,0,0.8875,0.22578125,0.165625,0.2171875
1201,640,640,0,0.60546875,0.828125,0.2140625,0.084375
1202,640,640,0,0.284375,0.525,0.21875,0.190625
1203,640,640,0,0.584375,0.22421875,0.2,0.2296875
1204,640,640,0,0.2484375,0.378125,0.109375,0.21875
1205,640,640,0,0.64296875,0.2390625,0.1046875,0.115625
1206,640,640,0,0.65234375,0.60234375,0.1390625,0.1046875
1207,640,640,0,0.32109375,0.38515625,0.1453125,0.1078125
1208,640,640,0,0.42109375,0.80859375,0.1421875,0.0828125
1209,640,640,0,0.82421875,0.87421875,0.0640625,0.1421875
1211,640,640,0,0.5,0.14296875,0.0875,0.1078125
1212,640,640,0,0.8484375,0.94375,0.08125,0.1125
1214,640,640,0,0.5609375,0.4515625,0.090625,0.184375
1214,640,640,0,0.8140625,0.4484375,0.08125,0.1875
1215,640,640,0,0.446875,0.6765625,0.090625,0.184375
1215,640,640,0,0.7,0.6734375,0.08125,0.1875
1216,640,640,0,0.090625,0.2640625,0.08125,0.1875
1216,640,640,0,0.46328125,0.2625,0.0859375,0.184375
1216,640,640,0,0.96328125,0.4078125,0.0734375,0.178125
1216,640,640,0,0.7171875,0.36953125,0.08125,0.1421875
1217,640,640,0,0.5625,0.69375,0.084375,0.178125
1217,640,640,0,0.3109375,0.65546875,0.08125,0.1421875
1217,640,640,0,0.9203125,0.7171875,0.075,0.090625
1217,640,640,0,0.05703125,0.5484375,0.0859375,0.184375
1219,640,640,0,0.4796875,0.2578125,0.075,0.090625
1219,640,640,0,0.63984375,0.29765625,0.1046875,0.1703125
1219,640,640,0,0.121875,0.234375,0.084375,0.178125
1220,640,640,0,0.6796875,0.91640625,0.171875,0.1203125
1221,640,640,0,0.709375,0.8453125,0.1,0.046875
1221,640,640,0,0.5359375,0.61796875,0.171875,0.1203125
1222,640,640,0,0.11875,0.01796875,0.1,0.0359375
1222,640,640,0,0.084375,0.1765625,0.103125,0.15625
1223,640,640,0,0.12734375,0.85703125,0.1078125,0.1328125
1223,640,640,0,0.340625,0.7640625,0.09375,0.115625
1223,640,640,0,0.23359375,0.6703125,0.1171875,0.115625
1224,640,640,0,0.3875,0.4953125,0.09375,0.115625
1224,640,640,0,0.28046875,0.4015625,0.1171875,0.115625
1224,640,640,0,0.17421875,0.58828125,0.1078125,0.1328125
1226,640,640,0,0.7515625,0.3796875,0.084375,0.065625
1226,640,640,0,0.178125,0.29296875,0.06875,0.0765625
1226,640,640,0,0.34453125,0.221875,0.0890625,0.059375
1226,640,640,0,0.48515625,0.25390625,0.0578125,0.0453125
1227,640,640,0,0.68203125,0.31015625,0.0578125,0.0453125
1227,640,640,0,0.54140625,0.278125,0.0890625,0.059375
1227,640,640,0,0.375,0.34921875,0.06875,0.0765625
1227,640,640,0,0.1109375,0.3828125,0.090625,0.090625
1227,640,640,0,0.9484375,0.4359375,0.084375,0.065625
1228,640,640,0,0.56796875,0.7375,0.0890625,0.059375
1228,640,640,0,0.4015625,0.80859375,0.06875,0.0765625
1228,640,640,0,0.70859375,0.76953125,0.0578125,0.0453125
1228,640,640,0,0.1375,0.8421875,0.090625,0.090625
1228,640,640,0,0.96640625,0.8953125,0.0671875,0.065625
1229,640,640,0,0.9,0.2203125,0.090625,0.090625
1229,640,640,0,0.39296875,0.05546875,0.0890625,0.0859375
1229,640,640,0,0.6359375,0.165625,0.090625,0.078125
1230,640,640,0,0.55078125,0.69140625,0.0890625,0.0859375
1230,640,640,0,0.79375,0.8015625,0.090625,0.078125
1231,640,640,0,0.90546875,0.81484375,0.0890625,0.0859375
1232,640,640,0,0.4609375,0.4828125,0.084375,0.065625
1232,640,640,0,0.05390625,0.325,0.0890625,0.059375
1232,640,640,0,0.19453125,0.35703125,0.0578125,0.0453125
1233,640,640,0,0.584375,0.0703125,0.090625,0.078125
1233,640,640,0,0.63203125,0.93359375,0.0828125,0.1015625
1233,640,640,0,0.8484375,0.125,0.090625,0.090625
1234,640,640,0,0.59609375,0.93671875,0.1078125,0.0984375
1235,640,640,0,0.62265625,0.52421875,0.0796875,0.1140625
1235,640,640,0,0.025,0.4390625,0.05,0.16875
1235,640,640,0,0.7875,0.5578125,0.10625,0.19375
1235,640,640,0,0.29609375,0.48515625,0.0921875,0.1984375
1236,640,640,0,0.26015625,0.3421875,0.0640625,0.16875
1236,640,640,0,0.53828125,0.38828125,0.0921875,0.1984375
1236,640,640,0,0.86484375,0.42734375,0.0796875,0.1140625
1236,640,640,0,0.03828125,0.23125,0.0765625,0.19375
1237,640,640,0,0.23046875,0.1203125,0.0828125,0.19375
1237,640,640,0,0.45546875,0.23125,0.0640625,0.16875
1237,640,640,0,0.73359375,0.27734375,0.0921875,0.1984375
1238,640,640,0,0.1859375,0.08359375,0.153125,0.1671875
1238,640,640,0,0.56640625,0.0796875,0.0828125,0.159375
1238,640,640,0,0.79140625,0.1734375,0.0640625,0.16875
1239,640,640,0,0.97109375,0.49140625,0.0578125,0.1140625
1239,640,640,0,0.15234375,0.2953125,0.0828125,0.19375
1239,640,640,0,0.65546875,0.45234375,0.0921875,0.1984375
1239,640,640,0,0.37734375,0.40625,0.0640625,0.16875
1240,640,640,0,0.9078125,0.50546875,0.153125,0.2078125
1240,640,640,0,0.6640625,0.51484375,0.09375,0.1921875
1241,640,640,0,0.6703125,0.24921875,0.09375,0.1921875
1241,640,640,0,0.9140625,0.23984375,0.153125,0.2078125
1242,640,640,0,0.8703125,0.42421875,0.159375,0.0765625
1242,640,640,0,0.7421875,0.32421875,0.04375,0.0953125
1242,640,640,0,0.46875,0.37734375,0.13125,0.1234375
1243,640,640,0,0.4984375,0.47578125,0.159375,0.0765625
1243,640,640,0,0.096875,0.42890625,0.13125,0.1234375
1243,640,640,0,0.3703125,0.37578125,0.04375,0.0953125
1244,640,640,0,0.1984375,0.83671875,0.13125,0.1234375
1244,640,640,0,0.6,0.88359375,0.159375,0.0765625
1244,640,640,0,0.471875,0.78359375,0.04375,0.0953125
1245,640,640,0,0.23359375,0.10703125,0.2203125,0.1078125
1246,640,640,0,0.5078125,0.82109375,0.11875,0.1640625
1247,640,640,0,0.6484375,0.74453125,0.1125,0.1140625
1247,640,640,0,0.56015625,0.778125,0.0828125,0.078125
1247,640,640,0,0.11875,0.80546875,0.153125,0.1109375
1249,640,640,0,0.5421875,0.16796875,0.178125,0.1515625
1250,640,640,0,0.703125,0.640625,0.203125,0.1375
1250,640,640,0,0.46875,0.05703125,0.11875,0.1140625
1251,640,640,0,0.8234375,0.68828125,0.1125,0.1140625
1251,640,640,0,0.73515625,0.721875,0.0828125,0.078125
1251,640,640,0,0.29375,0.74921875,0.153125,0.1109375
1252,640,640,0,0.10859375,0.4578125,0.0828125,0.078125
1252,640,640,0,0.196875,0.42421875,0.1125,0.1140625
1253,640,640,0,0.246875,0.73515625,0.103125,0.1140625
1254,640,640,0,0.659375,0.7125,0.078125,0.109375
1255,640,640,0,0.10546875,0.84140625,0.0828125,0.0953125
1255,640,640,0,0.30859375,0.7796875,0.0859375,0.090625
1255,640,640,0,0.64140625,0.8296875,0.0390625,0.084375
1255,640,640,0,0.83359375,0.97265625,0.0796875,0.0546875
1256,640,640,0,0.90390625,0.21875,0.0859375,0.090625
1256,640,640,0,0.70078125,0.28046875,0.0828125,0.0953125
1256,640,640,0,0.2875,0.03828125,0.078125,0.0765625
1258,640,640,0,0.45078125,0.4734375,0.0796875,0.084375
1258,640,640,0,0.740625,0.5578125,0.046875,0.0625
1258,640,640,0,0.25859375,0.315625,0.0390625,0.084375
1259,640,640,0,0.1515625,0.509375,0.046875,0.0625
1259,640,640,0,0.41875,0.5234375,0.065625,0.084375
1260,640,640,0,0.8203125,0.921875,0.084375,0.103125
1261,640,640,0,0.83828125,0.140625,0.0390625,0.084375
1261,640,640,0,0.50546875,0.090625,0.0859375,0.090625
1261,640,640,0,0.30234375,0.15234375,0.0828125,0.0953125
1262,640,640,0,0.09140625,0.84296875,0.0921875,0.1015625
1264,640,640,0,0.1359375,0.73671875,0.115625,0.1046875
1266,640,640,0,0.8296875,0.73203125,0.09375,0.1171875
1267,640,640,0,0.90703125,0.59609375,0.0890625,0.1234375
1268,640,640,0,0.7546875,0.45703125,0.109375,0.0859375
1269,640,640,0,0.86953125,0.7625,0.1109375,0.109375
1269,640,640,0,0.9140625,0.06015625,0.109375,0.0859375
1270,640,640,0,0.3046875,0.63828125,0.1125,0.0765625
1271,640,640,0,0.2203125,0.55234375,0.16875,0.1046875
1272,640,640,0,0.35625,0.21875,0.184375,0.1125
1273,640,640,0,0.6609375,0.328125,0.128125,0.140625
1273,640,640,0,0.146875,0.42890625,0.11875,0.1046875
1273,640,640,0,0.6015625,0.08671875,0.1375,0.0546875
1274,640,640,0,0.621875,0.27578125,0.11875,0.1046875
1276,640,640,0,0.37421875,0.2921875,0.1328125,0.1625
1277,640,640,0,0.31328125,0.79765625,0.1140625,0.1015625
1278,640,640,0,0.79375,0.58046875,0.11875,0.1578125
1279,640,640,0,0.35859375,0.45390625,0.0953125,0.1734375
1280,640,640,0,0.2234375,0.78984375,0.165625,0.0921875
1281,640,640,0,0.52890625,0.128125,0.0859375,0.153125
1282,640,640,0,0.5671875,0.23515625,0.11875,0.1484375
1283,640,640,0,0.878125,0.60859375,0.196875,0.2265625
1284,640,640,0,0.66328125,0.2640625,0.1171875,0.24375
1285,640,640,0,0.4078125,0.546875,0.19375,0.08125
1286,640,640,0,0.89296875,0.37421875,0.1484375,0.1546875
1287,640,640,0,0.42265625,0.471875,0.0953125,0.196875
1288,640,640,0,0.19453125,0.63515625,0.1484375,0.1546875
1288,640,640,0,0.525,0.2671875,0.08125,0.13125
1289,640,640,0,0.68515625,0.17265625,0.1046875,0.0859375
1290,640,640,0,0.13203125,0.46796875,0.1109375,0.1046875
1292,640,640,0,0.075,0.29453125,0.103125,0.0890625
1293,640,640,0,0.69921875,0.55078125,0.1421875,0.0765625
1294,640,640,0,0.46328125,0.9171875,0.1484375,0.128125
1295,640,640,0,0.3375,0.48125,0.146875,0.15
1296,640,640,0,0.83359375,0.68125,0.0984375,0.109375
1296,640,640,0,0.61171875,0.79296875,0.0859375,0.1296875
1297,640,640,0,0.6921875,0.6265625,0.06875,0.0875
1297,640,640,0,0.25390625,0.640625,0.0984375,0.109375
1297,640,640,0,0.41640625,0.9453125,0.0765625,0.1
1297,640,640,0,0.53359375,0.5453125,0.0890625,0.1
