id,width,height,class,x,y,w,h,isPeople
1_017310,8192,5460,,,,,,0
1_006136,8192,5460,0.0,0.61619186,0.14527668,0.014580212,0.012972788,1
1_002896,8192,5460,0.0,0.97480494,0.8712622,0.019261038,0.02766887,1
1_005606,8192,5460,,,,,,0
1_007816,8192,5460,,,,,,0
1_009379,8192,5460,0.0,0.27498683,0.23641565,0.0066252076,0.017947633,1
1_004107,8192,5460,,,,,,0
1_007538,8192,5460,0.0,0.7963213,0.77393997,0.006442386,0.009666002,1
1_006568,8192,5460,,,,,,0
1_007667,8192,5460,0.0,0.7681356,0.36497617,0.009324583,0.010683489,1
1_017185,8192,5460,,,,,,0
1_017363,8192,5460,0.0,0.7488694,0.004310967,0.016546046,0.008621934,1
1_004681,8192,5460,,,,,,0
1_006647,8192,5460,,,,,,0
1_002475,8192,5460,0.0,0.23013699,0.38079283,0.015068493,0.023635909,1
1_005927,8192,5460,,,,,,0
1_000486,5472,3648,0.0,0.23087154,0.24351396,0.011594099,0.01573486,1
1_006285,8192,5460,,,,,,0
1_000486,5472,3648,0.0,0.2566362,0.2664261,0.010121824,0.016839046,1
1_003651,8192,5460,0.0,0.50406975,0.30262905,0.014300746,0.017786205,1
1_002069,8192,5460,0.0,0.21437733,0.30827585,0.013537289,0.018618315,1
1_006676,8192,5460,,,,,,0
1_007313,8192,5460,0.0,0.48233703,0.2562711,0.007382309,0.010750414,1
1_017296,8192,5460,0.0,0.8758616,0.31835026,0.0135630155,0.011446573,1
1_007603,8192,5460,0.0,0.12612894,0.74186087,0.008137794,0.009666002,1
1_006401,8192,5460,0.0,0.780151,0.012929525,0.011144645,0.024811925,1
1_017370,8192,5460,,,,,,0
1_017200,8192,5460,,,,,,0
1_002974,8192,5460,,,,,,0
1_017351,8192,5460,,,,,,0
1_006043,8192,5460,,,,,,0
1_000839,5472,3078,0.0,0.9794521,0.75800943,0.010858018,0.029445315,1
1_003652,8192,5460,0.0,0.5057416,0.5007588,0.014580212,0.016025202,1
1_009354,8192,5460,,,,,,0
1_003512,8192,5460,0.0,0.8565068,0.7348176,0.015753424,0.016442372,1
1_004656,8192,5460,,,,,,0
1_004233,8192,5460,,,,,,0
1_004934,8192,5460,,,,,,0
1_009394,8192,5460,,,,,,0
1_003990,8192,5460,0.0,0.4201444,0.12025323,0.009685903,0.015051417,1
1_017003,8192,5460,,,,,,0
1_005816,8192,5460,,,,,,0
1_003441,8192,5460,0.0,0.6050589,0.35574704,0.018674603,0.022582257,1
1_002887,8192,5460,,,,,,0
1_017365,8192,5460,0.0,0.37309384,0.33347654,0.0115285795,0.016025202,1
1_004386,8192,5460,0.0,0.38071632,0.0103864735,0.013244763,0.020772947,1
1_002647,8192,5460,0.0,0.5532013,0.009318093,0.014145316,0.018636186,1
1_009363,8192,5460,0.0,0.4790361,0.1650608,0.0069932337,0.019880455,1
1_007004,8192,5460,,,,,,0
1_003122,8192,5460,,,,,,0
1_017248,8192,5460,0.0,0.7865328,0.49728864,0.01101994,0.010174714,1
1_007883,8192,5460,,,,,,0
1_006099,8192,5460,0.0,0.6462217,0.6531365,0.015861575,0.02163468,1
1_017471,8192,5460,0.0,0.8452343,0.5613733,0.015258371,0.013227144,1
1_005592,8192,5460,,,,,,0
1_006901,8192,5460,,,,,,0
1_003955,8192,5460,0.0,0.0841896,0.43590906,0.014437286,0.030728681,1
1_003878,8192,5460,,,,,,0
1_006511,8192,5460,0.0,0.8458741,0.0323979,0.010172219,0.028997993,1
1_003007,8192,5460,,,,,,0
1_005964,8192,5460,,,,,,0
1_005633,8192,5460,,,,,,0
1_004355,8192,5460,0.0,0.89603835,0.96919733,0.0134618925,0.029970841,1
1_004861,8192,5460,,,,,,0
1_004878,8192,5460,,,,,,0
1_007174,8192,5460,0.0,0.7040099,0.77500474,0.008137826,0.013990291,1
1_006390,8192,5460,0.0,0.53588665,0.7986368,0.017292807,0.019586345,1
1_000801,5472,3078,0.0,0.39900354,0.83140683,0.012146194,0.021266049,1
1_002449,8192,5460,,,,,,0
1_005764,8192,5460,,,,,,0
1_006053,8192,5460,,,,,,0
1_004161,8192,5460,,,,,,0
1_004537,8192,5460,,,,,,0
1_006258,8192,5460,0.0,0.89328194,0.78751725,0.014241174,0.015516459,1
1_000225,5472,3648,0.0,0.439377,0.2876162,0.009569757,0.016286943,1
1_000836,5472,3078,0.0,0.120923065,0.5513444,0.01582686,0.043513652,1
1_001110,5472,3648,0.0,0.85901904,0.9322364,0.013250415,0.043063823,1
1_002947,8192,5460,,,,,,0
1_007501,8192,5460,,,,,,0
1_006301,8192,5460,0.0,0.06332908,0.8167011,0.0137325395,0.019077664,1
1_007500,8192,5460,,,,,,0
1_007615,8192,5460,,,,,,0
1_005609,8192,5460,,,,,,0
1_007504,8192,5460,,,,,,0
1_007649,8192,5460,0.0,0.6818869,0.8367547,0.012884856,0.015007716,1
1_005442,8192,5460,,,,,,0
1_000602,5472,3648,0.0,0.7875816,0.954444,0.010422074,0.022146927,1
1_009077,8192,5460,,,,,,0
1_006127,8192,5460,,,,,,0
1_006289,8192,5460,,,,,,0
1_007132,8192,5460,0.0,0.78598726,0.48551315,0.006272909,0.011700945,1
1_007006,8192,5460,0.0,0.9264918,0.074055776,0.010850462,0.012718424,1
1_003433,8192,5460,,,,,,0
1_005095,8192,5460,,,,,,0
1_017068,8192,5460,,,,,,0
1_002745,8192,5460,,,,,,0
1_007093,8192,5460,,,,,,0
1_006704,8192,5460,0.0,0.15370773,0.4462428,0.013054396,0.027726147,1
1_017339,8192,5460,,,,,,0
1_000835,5472,3078,0.0,0.90143055,0.031752694,0.019139456,0.031408343,1
1_000668,5472,3078,0.0,0.18865603,0.7835739,0.01748317,0.02486493,1
1_005023,8192,5460,,,,,,0
1_005807,8192,5460,,,,,,0
1_006585,8192,5460,0.0,0.122127205,0.90851563,0.022378948,0.018314516,1
1_004902,8192,5460,,,,,,0
1_002487,8192,5460,0.0,0.5749623,0.53042954,0.014241132,0.022893177,1
1_003992,8192,5460,0.0,0.6620807,0.45601958,0.010126694,0.009944961,1
1_003224,8192,5460,0.0,0.5170725,0.29788572,0.013660321,0.027053997,1
1_006828,8192,5460,0.0,0.15990587,0.06303932,0.009833181,0.0127184205,1
1_006177,8192,5460,0.0,0.52297705,0.9106967,0.01399323,0.015746212,1
1_005249,8192,5460,,,,,,0
1_003198,8192,5460,0.0,0.22811857,0.4139127,0.008196176,0.028693631,1
1_006101,8192,5460,0.0,0.07030646,0.72352356,0.009833177,0.014498971,1
1_005478,8192,5460,,,,,,0
1_004228,8192,5460,,,,,,0
1_002350,8192,5460,,,,,,0
1_004243,8192,5460,,,,,,0
1_005626,8192,5460,,,,,,0
1_003114,8192,5460,,,,,,0
1_002853,8192,5460,0.0,0.99230444,0.96047527,0.015391143,0.03180817,1
1_007819,8192,5460,0.0,0.9018614,0.6240404,0.0067815077,0.016279543,1
1_005926,8192,5460,,,,,,0
1_001200,5472,3648,0.0,0.8358624,0.9311461,0.01858736,0.03297762,1
1_002977,8192,5460,,,,,,0
1_017342,8192,5460,,,,,,0
1_002932,8192,5460,,,,,,0
1_004010,8192,5460,,,,,,0
1_004865,8192,5460,,,,,,0
1_007922,8192,5460,0.0,0.41736928,0.078711525,0.0077987043,0.015007739,1
1_000710,5472,3078,0.0,0.43498257,0.3902038,0.009017632,0.016685665,1
1_017418,8192,5460,,,,,,0
1_006523,8192,5460,0.0,0.8386237,0.79306996,0.017801363,0.015516459,1
1_001282,5472,3648,0.0,0.034682475,0.41132575,0.011941983,0.00944503,1
1_003744,8192,5460,,,,,,0
1_006375,8192,5460,,,,,,0
1_003741,8192,5460,,,,,,0
1_004708,8192,5460,,,,,,0
1_003637,8192,5460,,,,,,0
1_009001,8192,5460,0.0,0.3302772,0.36140728,0.010121824,0.018499872,1
1_017429,8192,5460,0.0,0.10775733,0.79065305,0.014410683,0.013481547,1
1_004360,8192,5460,0.0,0.2739117,0.03951959,0.017082188,0.0169709,1
1_004914,8192,5460,,,,,,0
1_003270,8192,5460,0.0,0.5435308,0.5125874,0.017485192,0.016806254,1
1_004448,8192,5460,,,,,,0
1_004925,8192,5460,,,,,,0
1_003480,8192,5460,0.0,0.6529703,0.5710102,0.008196226,0.011067548,1
1_004898,8192,5460,,,,,,0
1_002144,8192,5460,,,,,,0
1_017157,8192,5460,,,,,,0
1_006188,8192,5460,0.0,0.50485164,0.6072051,0.01500495,0.01297801,1
1_007945,8192,5460,,,,,,0
1_017092,8192,5460,,,,,,0
1_006233,8192,5460,0.0,0.35594177,0.43884262,0.01101994,0.015007746,1
1_003165,8192,5460,,,,,,0
1_009049,8192,5460,0.0,0.9932216,0.78793156,0.009494061,0.02340189,1
1_007862,8192,5460,,,,,,0
1_003987,8192,5460,0.0,0.46917808,0.25130916,0.016438356,0.029801814,1
1_002406,8192,5460,,,,,,0
1_007290,8192,5460,0.0,0.73027134,0.39109015,0.009987814,0.016940027,1
1_001302,5472,3648,0.0,0.18000199,0.24613424,0.014332414,0.016795821,1
1_005647,8192,5460,,,,,,0
1_017166,8192,5460,,,,,,0
1_004290,8192,5460,,,,,,0
1_007752,8192,5460,,,,,,0
1_007668,8192,5460,0.0,0.76482964,0.6377862,0.004068871,0.0073766876,1
1_006878,8192,5460,,,,,,0
1_006719,8192,5460,,,,,,0
1_017413,8192,5460,,,,,,0
1_002740,8192,5460,,,,,,0
1_005102,8192,5460,,,,,,0
1_000187,5472,3648,0.0,0.5392332,0.10987033,0.009017604,0.02153189,1
1_001214,5472,3648,0.0,0.7678033,0.9567054,0.018955387,0.0193235,1
1_004702,8192,5460,,,,,,0
1_004835,8192,5460,,,,,,0
1_009387,8192,5460,,,,,,0
1_006902,8192,5460,,,,,,0
1_003657,8192,5460,0.0,0.15465209,0.533262,0.015427921,0.013481547,1
1_009476,8192,5460,0.0,0.90357566,0.5511975,0.017299157,0.015186444,1
1_002105,8192,5460,,,,,,0
1_017297,8192,5460,0.0,0.37261823,0.26625612,0.014410693,0.014753375,1
1_007848,8192,5460,0.0,0.0073502786,0.24727203,0.008307338,0.011955301,1
1_017192,8192,5460,,,,,,0
1_006909,8192,5460,,,,,,0
1_006106,8192,5460,0.0,0.15954238,0.8126241,0.013054385,0.01246406,1
1_000757,5472,3078,0.0,0.19433933,0.16884199,0.019507525,0.024864944,1
1_003960,8192,5460,0.0,0.71437323,0.29989156,0.01400991,0.023874631,1
1_000183,5472,3648,,,,,,0
1_000339,5472,3648,0.0,0.9226748,0.860492,0.017667182,0.017667212,1
1_007719,8192,5460,0.0,0.4660831,0.66269314,0.009663621,0.016533947,1
1_003267,8192,5460,0.0,0.90345126,0.75415164,0.012465858,0.028375847,1
1_005713,8192,5460,,,,,,0
1_001440,8000,6000,0.0,0.22342904,0.726039,0.017062142,0.019287659,1
1_004307,8192,5460,,,,,,0
1_004105,8192,5460,,,,,,0
1_003858,8192,5460,,,,,,0
1_005433,8192,5460,,,,,,0
1_009333,8192,5460,,,,,,0
1_000725,5472,3078,,,,,,0
1_002801,8192,5460,0.0,0.1507279,0.5244155,0.018811505,0.018092416,1
1_007986,8192,5460,0.0,0.09300976,0.48613167,0.01101994,0.020095088,1
1_005008,8192,5460,,,,,,0
1_003955,8192,5460,0.0,0.068409316,0.44573218,0.015108783,0.027202444,1
1_007817,8192,5460,0.0,0.9056624,0.22237828,0.0064424695,0.01577083,1
1_006142,8192,5460,0.0,0.02724338,0.15389676,0.0107682515,0.015891463,1
1_000645,5472,3078,0.0,0.85910636,0.40888047,0.024907965,0.034654547,1
1_009460,8192,5460,0.0,0.8604662,0.85577106,0.009385743,0.017119266,1
1_001174,5472,3648,,,,,,0
1_003567,8192,5460,0.0,0.34516826,0.9504251,0.019406378,0.02192314,1
1_017299,8192,5460,0.0,0.8983276,0.9476427,0.014071614,0.012209658,1
1_017190,8192,5460,,,,,,0
1_007858,8192,5460,0.0,0.90663755,0.4898815,0.0130544165,0.014753344,1
1_003594,8192,5460,,,,,,0
1_004498,8192,5460,,,,,,0
1_006344,8192,5460,0.0,0.47315094,0.43187952,0.008902192,0.01270504,1
1_017400,8192,5460,0.0,0.31481358,0.5136474,0.012037157,0.009920374,1
1_002213,8192,5460,,,,,,0
1_003175,8192,5460,,,,,,0
1_000596,5472,3648,0.0,0.41336182,0.7359117,0.0079134125,0.016839067,1
1_001342,5472,3648,0.0,0.9316003,0.7103703,0.017115142,0.044444047,1
1_003767,8192,5460,0.0,0.5791845,0.11797862,0.012715295,0.017805781,1
1_000864,5472,3078,,,,,,0
1_000590,5472,3648,0.0,0.43772188,0.62296146,0.013030297,0.023569556,1
1_000305,5472,3648,0.0,0.2551102,0.7084232,0.012330208,0.013802469,1
1_004232,8192,5460,,,,,,0
1_002357,8192,5460,,,,,,0
1_009257,8192,5460,0.0,0.26798993,0.5834063,0.0053369743,0.01601479,1
1_005317,8192,5460,,,,,,0
1_006649,8192,5460,,,,,,0
1_003535,8192,5460,0.0,0.45442244,0.86165816,0.014145316,0.029042225,1
1_006728,8192,5460,0.0,0.8033899,0.7869624,0.018818643,0.021112576,1
1_006341,8192,5460,,,,,,0
1_004754,8192,5460,,,,,,0
1_009236,8192,5460,,,,,,0
1_003503,8192,5460,0.0,0.60068494,0.6176657,0.01780822,0.020552963,1
1_002298,8192,5460,0.0,0.281229,0.25252715,0.011415518,0.015310932,1
1_005541,8192,5460,,,,,,0
1_004150,8192,5460,,,,,,0
1_002708,8192,5460,0.0,0.6333476,0.49216,0.009015772,0.015371615,1
1_002721,8192,5460,,,,,,0
1_004452,8192,5460,0.0,0.13629517,0.54633945,0.010501594,0.019927021,1
1_001385,5472,3648,0.0,0.12521482,0.8702039,0.024469074,0.032894738,1
1_006469,8192,5460,0.0,0.1373337,0.27239913,0.02111091,0.021819945,1
1_003177,8192,5460,,,,,,0
1_009001,8192,5460,0.0,0.0433037,0.017536936,0.011410064,0.01132081,1
1_003723,8192,5460,,,,,,0
1_001425,8000,6000,0.0,0.08961979,0.41144434,0.013307784,0.013899243,1
1_005579,8192,5460,,,,,,0
1_004880,8192,5460,,,,,,0
1_007998,8192,5460,,,,,,0
1_004049,8192,5460,,,,,,0
1_004742,8192,5460,,,,,,0
1_009343,8192,5460,,,,,,0
1_017336,8192,5460,,,,,,0
1_001222,5472,3648,0.0,0.7108069,0.47990745,0.017299099,0.022912137,1
1_003505,8192,5460,0.0,0.2937577,0.020958664,0.013393454,0.022893153,1
1_006158,8192,5460,0.0,0.021348767,0.756293,0.012376237,0.014333912,1
1_004876,8192,5460,,,,,,0
1_003216,8192,5460,,,,,,0
1_005004,8192,5460,,,,,,0
1_002402,8192,5460,,,,,,0
1_001377,8000,6000,0.0,0.8847598,0.9700542,0.014094811,0.016567599,1
1_002875,8192,5460,,,,,,0
1_007763,8192,5460,0.0,0.3334888,0.99807113,0.0044079716,0.0038578203,1
1_006336,8192,5460,,,,,,0
1_000571,5472,3078,0.0,0.5197787,0.3549668,0.008281495,0.019303042,1
1_001437,8000,6000,0.0,0.2576981,0.2593944,0.015763951,0.017309427,1
1_003308,8192,5460,,,,,,0
1_002341,8192,5460,0.0,0.09520146,0.099472225,0.013440861,0.02237621,1
1_003491,8192,5460,,,,,,0
1_006786,8192,5460,,,,,,0
1_002371,8192,5460,0.0,0.5174658,0.7065573,0.014383562,0.023635909,1
1_007095,8192,5460,,,,,,0
1_009090,8192,5460,0.0,0.83444774,0.3459758,0.010489878,0.015738683,1
1_007573,8192,5460,,,,,,0
1_004401,8192,5460,,,,,,0
1_002128,8192,5460,,,,,,0
1_006006,8192,5460,0.0,0.809151,0.39467883,0.015584115,0.023959212,1
1_002987,8192,5460,,,,,,0
1_000865,5472,3078,,,,,,0
1_000764,5472,3078,,,,,,0
1_002180,8192,5460,0.0,0.99456537,0.67342776,0.010869275,0.017786205,1
1_002642,8192,5460,,,,,,0
1_009304,8192,5460,0.0,0.04577501,0.9413936,0.007177296,0.01629092,1
1_009092,8192,5460,0.0,0.89363325,0.7438802,0.010489878,0.01629092,1
1_004440,8192,5460,0.0,0.8761675,0.40601745,0.022401456,0.013444148,1
1_006369,8192,5460,,,,,,0
1_006024,8192,5460,,,,,,0
1_006262,8192,5460,0.0,0.89256084,0.73594314,0.010768274,0.019069761,1
1_003244,8192,5460,,,,,,0
1_017194,8192,5460,,,,,,0
1_006303,8192,5460,,,,,,0
1_006087,8192,5460,0.0,0.5040657,0.55327994,0.016106049,0.017805774,1
1_017394,8192,5460,0.0,0.66865426,0.7312719,0.008476864,0.024419377,1
1_006886,8192,5460,,,,,,0
1_001290,5472,3648,0.0,0.44318637,0.45455018,0.010857961,0.020979786,1
1_004415,8192,5460,0.0,0.35979503,0.20461917,0.008902218,0.012379265,1
1_006088,8192,5460,0.0,0.551466,0.7253814,0.016258469,0.019463032,1
1_006795,8192,5460,,,,,,0
1_017116,8192,5460,,,,,,0
1_004230,8192,5460,,,,,,0
1_006322,8192,5460,,,,,,0
1_007026,8192,5460,0.0,0.7917617,0.13934638,0.005425189,0.0076310434,1
1_004189,8192,5460,,,,,,0
1_005850,8192,5460,,,,,,0
1_006924,8192,5460,,,,,,0
1_002131,8192,5460,0.0,0.6064272,0.50062466,0.0117159495,0.018479634,1
1_007526,8192,5460,,,,,,0
1_004690,8192,5460,,,,,,0
1_007411,8192,5460,,,,,,0
1_009317,8192,5460,0.0,0.77920467,0.47512516,0.007913469,0.030096801,1
1_009341,8192,5460,0.0,0.37829545,0.01794919,0.011962153,0.010216341,1
1_003944,8192,5460,0.0,0.8859589,0.82936126,0.015753424,0.016442372,1
1_003206,8192,5460,,,,,,0
1_009047,8192,5460,0.0,0.96058846,0.35632297,0.006611947,0.012209688,1
1_006574,8192,5460,,,,,,0
1_003702,8192,5460,0.0,0.26712328,0.435772,0.012328767,0.024663556,1
1_006070,8192,5460,,,,,,0
1_006884,8192,5460,,,,,,0
1_009344,8192,5460,,,,,,0
1_006829,8192,5460,0.0,0.16643307,0.26780584,0.010002711,0.0111922175,1
1_002857,8192,5460,0.0,0.23752837,0.14087792,0.017703729,0.025691204,1
1_006657,8192,5460,,,,,,0
1_001184,5472,3648,0.0,0.08103429,0.93866193,0.024660459,0.021531826,1
1_000367,5472,3648,,,,,,0
1_006783,8192,5460,,,,,,0
1_006068,8192,5460,,,,,,0
1_005239,8192,5460,,,,,,0
1_004337,8192,5460,0.0,0.48306745,0.7920506,0.015727475,0.017946951,1
1_000419,5472,3648,0.0,0.9142296,0.60558945,0.016747003,0.013250387,1
1_002717,8192,5460,,,,,,0
1_003286,8192,5460,0.0,0.2660258,0.28476694,0.017758384,0.016396388,1
1_001042,5472,3648,0.0,0.6948974,0.41972554,0.013802511,0.025672631,1
1_006489,8192,5460,0.0,0.40666297,0.85485214,0.014059113,0.02704338,1
1_007856,8192,5460,0.0,0.9002905,0.8182115,0.0076291435,0.013481547,1
1_017358,8192,5460,0.0,0.34905702,0.18652803,0.014749773,0.012972788,1
1_006709,8192,5460,0.0,0.26749662,0.9498042,0.015258371,0.02823486,1
1_000673,5472,3078,,,,,,0
1_017326,8192,5460,0.0,0.78605115,0.05686947,0.009833181,0.0106834695,1
1_000592,5472,3648,0.0,0.4232645,0.1804921,0.011594099,0.015734851,1
1_007025,8192,5460,,,,,,0
1_000513,5472,3648,0.0,0.37711364,0.78221464,0.015274757,0.014630656,1
1_009153,8192,5460,,,,,,0
1_006850,8192,5460,,,,,,0
1_000476,5472,3648,0.0,0.54899013,0.46572548,0.008833591,0.02953733,1
1_004712,8192,5460,,,,,,0
1_005469,8192,5460,,,,,,0
1_003431,8192,5460,,,,,,0
1_007360,8192,5460,,,,,,0
1_005177,8192,5460,,,,,,0
1_017327,8192,5460,0.0,0.41966957,0.3958895,0.014410693,0.014753375,1
1_005035,8192,5460,,,,,,0
1_002358,8192,5460,,,,,,0
1_005673,8192,5460,,,,,,0
1_004525,8192,5460,,,,,,0
1_003099,8192,5460,0.0,0.0784615,0.67594016,0.021583283,0.025004499,1
1_000663,5472,3078,0.0,0.4554537,0.5975959,0.027236938,0.031735506,1
1_007889,8192,5460,,,,,,0
1_009381,8192,5460,0.0,0.3442244,0.81323826,0.017851224,0.015462574,1
1_002847,8192,5460,0.0,0.2609461,0.4460395,0.0122309225,0.035478324,1
1_007179,8192,5460,0.0,0.09139245,0.66931987,0.008646419,0.011700913,1
1_000480,5472,3648,0.0,0.47215292,0.53848356,0.012698291,0.01573486,1
1_006098,8192,5460,0.0,0.5624261,0.4142711,0.009663621,0.012209688,1
1_009053,8192,5460,0.0,0.84109753,0.42011896,0.0067815077,0.013227176,1
1_004268,8192,5460,0.0,0.18349466,0.6602848,0.015633138,0.022803886,1
1_017298,8192,5460,0.0,0.74529773,0.27489945,0.0130544165,0.013481516,1
1_006555,8192,5460,0.0,0.023118727,0.67558575,0.020853112,0.010174746,1
1_002256,8192,5460,0.0,0.84143835,0.9598726,0.013013699,0.016442372,1
1_006079,8192,5460,0.0,0.9914389,0.18287155,0.011740166,0.012296989,1
1_006396,8192,5460,0.0,0.7825905,0.6076961,0.017123288,0.012713195,1
1_017158,8192,5460,,,,,,0
1_003463,8192,5460,0.0,0.7228626,0.67842776,0.016665561,0.019265743,1
1_002564,8192,5460,,,,,,0
1_017250,8192,5460,0.0,0.806909,0.91223824,0.013902053,0.015516459,1
1_004361,8192,5460,0.0,0.2943329,0.22897024,0.017182145,0.014924973,1
1_017044,8192,5460,,,,,,0
1_007804,8192,5460,,,,,,0
1_004757,8192,5460,,,,,,0
1_004660,8192,5460,,,,,,0
1_006796,8192,5460,,,,,,0
1_003150,8192,5460,,,,,,0
1_006661,8192,5460,,,,,,0
1_007960,8192,5460,,,,,,0
1_006883,8192,5460,,,,,,0
1_005678,8192,5460,,,,,,0
1_017365,8192,5460,0.0,0.74380165,0.9245054,0.015258371,0.015262119,1
1_000480,5472,3648,0.0,0.045620866,0.3655943,0.012882329,0.018219315,1
1_002161,8192,5460,,,,,,0
1_009346,8192,5460,0.0,0.41335267,0.08585729,0.007361316,0.013529752,1
1_000507,5472,3648,0.0,0.55332184,0.9695392,0.004232754,0.016010923,1
1_007835,8192,5460,,,,,,0
1_003016,8192,5460,0.0,0.6086997,0.72632957,0.017758401,0.022954924,1
1_017273,8192,5460,,,,,,0
1_003097,8192,5460,0.0,0.3844952,0.80291116,0.016119143,0.026234193,1
1_002982,8192,5460,0.0,0.63732874,0.94188875,0.018493151,0.031857092,1
1_001094,5472,3648,0.0,0.61320674,0.4251352,0.015458798,0.041959573,1
1_003232,8192,5460,0.0,0.16172706,0.73904353,0.018031593,0.012707206,1
1_009085,8192,5460,,,,,,0
1_002413,8192,5460,0.0,0.5407534,0.14700285,0.013013699,0.016442372,1
1_006156,8192,5460,0.0,0.84285444,0.8300043,0.012715295,0.015007716,1
1_009001,8192,5460,0.0,0.050204944,0.07579769,0.011962164,0.014634217,1
1_005437,8192,5460,,,,,,0
1_007955,8192,5460,0.0,0.49472097,0.4471034,0.009155023,0.016279574,1
1_006912,8192,5460,,,,,,0
1_001220,5472,3648,0.0,0.70148695,0.049403727,0.016010894,0.025396593,1
1_005090,8192,5460,,,,,,0
1_004224,8192,5460,,,,,,0
1_003845,8192,5460,,,,,,0
1_000450,5472,3648,0.0,0.62963593,0.48672605,0.0067309462,0.008467945,1
1_017143,8192,5460,,,,,,0
1_003296,8192,5460,,,,,,0
1_007832,8192,5460,,,,,,0
1_004331,8192,5460,0.0,0.96596754,0.22468843,0.021425696,0.017018689,1
1_004764,8192,5460,,,,,,0
1_007626,8192,5460,,,,,,0
1_005157,8192,5460,,,,,,0
1_004637,8192,5460,,,,,,0
1_004014,8192,5460,0.0,0.8801588,0.23498844,0.0154160345,0.022478132,1
1_006887,8192,5460,,,,,,0
1_017475,8192,5460,0.0,0.7132523,0.13782309,0.011358977,0.008902887,1
1_005677,8192,5460,,,,,,0
1_017322,8192,5460,0.0,0.26533416,0.11918907,0.008209793,0.022523796,1
1_004962,8192,5460,,,,,,0
1_017355,8192,5460,0.0,0.848377,0.16263583,0.011358977,0.00941163,1
1_005497,8192,5460,,,,,,0
1_005241,8192,5460,,,,,,0
1_005655,8192,5460,,,,,,0
1_005729,8192,5460,,,,,,0
1_007777,8192,5460,0.0,0.3643666,0.54148436,0.006611947,0.014753312,1
1_003453,8192,5460,,,,,,0
1_002990,8192,5460,,,,,,0
1_017329,8192,5460,0.0,0.7926631,0.6322507,0.01593653,0.015262056,1
1_004484,8192,5460,0.0,0.53078747,0.8216034,0.011343009,0.019287804,1
1_007341,8192,5460,0.0,0.51041335,0.502668,0.0059337877,0.008394144,1
1_007167,8192,5460,,,,,,0
1_001370,5472,3648,0.0,0.32198855,0.8552523,0.017299127,0.026500775,1
1_009494,8192,5460,0.0,0.812448,0.1466044,0.013250415,0.021537159,1
1_005782,8192,5460,,,,,,0
1_000758,5472,3078,0.0,0.19246975,0.7538693,0.018219292,0.0340257,1
1_005870,8192,5460,,,,,,0
1_004035,8192,5460,,,,,,0
1_000632,5472,3648,,,,,,0
1_003694,8192,5460,0.0,0.9159142,0.70387477,0.0154297715,0.01693926,1
1_002027,8192,5460,0.0,0.28910726,0.6136016,0.009065268,0.015112462,1
1_009073,8192,5460,0.0,0.951188,0.92182803,0.014170537,0.01352971,1
1_007294,8192,5460,0.0,0.6656209,0.3458611,0.00607953,0.013030815,1
1_005622,8192,5460,,,,,,0
1_004376,8192,5460,0.0,0.3460314,0.20562233,0.013244763,0.030296616,1
1_009008,8192,5460,,,,,,0
1_007372,8192,5460,0.0,0.33831057,0.29862967,0.0074596456,0.011446573,1
1_005343,8192,5460,,,,,,0
1_005425,8192,5460,,,,,,0
1_006258,8192,5460,0.0,0.7030528,0.009105305,0.010121449,0.01821061,1
1_017428,8192,5460,0.0,0.47205922,0.68415356,0.0115285795,0.009411662,1
1_003340,8192,5460,0.0,0.8034686,0.32706493,0.010655081,0.011887377,1
1_001166,5472,3648,0.0,0.36140487,0.8676265,0.011410058,0.014078531,1
1_004579,8192,5460,,,,,,0
1_005902,8192,5460,,,,,,0
1_017202,8192,5460,,,,,,0
1_002953,8192,5460,,,,,,0
1_007702,8192,5460,,,,,,0
1_002298,8192,5460,0.0,0.2581385,0.23864353,0.009858871,0.016608445,1
1_005523,8192,5460,,,,,,0
1_005651,8192,5460,,,,,,0
1_000392,5472,3648,0.0,0.7319946,0.18415903,0.018395746,0.03334227,1
1_004578,8192,5460,,,,,,0
1_005230,8192,5460,,,,,,0
1_000718,5472,3078,,,,,,0
1_001793,8192,5460,,,,,,0
1_017039,8192,5460,,,,,,0
1_007666,8192,5460,0.0,0.76345986,0.22684689,0.005255712,0.011192202,1
1_007389,8192,5460,,,,,,0
1_002941,8192,5460,,,,,,0
1_006214,8192,5460,,,,,,0
1_005734,8192,5460,,,,,,0
1_002961,8192,5460,0.0,0.63082194,0.31913394,0.019178081,0.031857092,1
1_006638,8192,5460,0.0,0.31046218,0.5649607,0.019666342,0.016279606,1
1_000748,5472,3078,0.0,0.9494764,0.30956444,0.011042031,0.01701285,1
1_003903,8192,5460,,,,,,0
1_004821,8192,5460,,,,,,0
1_006038,8192,5460,,,,,,0
1_007613,8192,5460,0.0,0.09822888,0.8386968,0.008646414,0.014498971,1
1_007340,8192,5460,0.0,0.5122749,0.30935213,0.005764269,0.00941163,1
1_006836,8192,5460,0.0,0.8277744,0.38003722,0.010172303,0.012209658,1
1_003609,8192,5460,,,,,,0
1_002211,8192,5460,,,,,,0
1_004020,8192,5460,0.0,0.042579386,0.8961452,0.020409936,0.018243125,1
1_017333,8192,5460,,,,,,0
1_006668,8192,5460,,,,,,0
1_000596,5472,3648,0.0,0.41961896,0.79305404,0.009017632,0.013526407,1
1_007354,8192,5460,0.0,0.30088675,0.12156386,0.0050861095,0.0071223155,1
